id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1738,2015-03-11T00:00:00Z,189950,4,2,1910,4225,1,0,0,4,6,910,1000,1919,0,98001,47.3084,-122.234,1060,4800
1739,2014-06-02T00:00:00Z,469000,3,1,950,4250,1.5,0,0,5,6,950,0,1948,0,98122,47.609,-122.307,2130,5120
1740,2014-06-11T00:00:00Z,600000,5,2.75,2910,53898,1,0,0,5,7,1510,1400,1979,0,98077,47.7201,-122.062,3210,216928
1741,2014-11-07T00:00:00Z,785000,3,2.5,2930,33981,2,0,2,3,9,2930,0,2000,0,98059,47.5151,-122.12,3720,35230
1742,2015-02-10T00:00:00Z,372000,4,2.75,2610,8967,2,0,0,4,8,2610,0,1990,0,98042,47.3747,-122.124,2390,7852
1743,2015-02-25T00:00:00Z,445000,5,3,3880,7180,2,0,0,3,7,3880,0,2004,0,98056,47.4797,-122.179,2160,4793
1747,2015-01-05T00:00:00Z,729000,4,2.5,2660,5608,2,0,0,3,9,2660,0,2003,0,98029,47.5449,-121.995,3010,5608
1748,2014-11-04T00:00:00Z,397000,3,2,1710,134489,1,0,2,5,7,1710,0,1952,0,98022,47.2207,-121.984,1700,63823
1749,2014-05-15T00:00:00Z,451555,2,1,1320,4520,1,0,1,3,6,1320,0,1912,1971,98116,47.5655,-122.394,1420,4560
1751,2015-04-07T00:00:00Z,416000,3,2.5,1790,11542,1,0,0,5,7,1190,600,1969,0,98059,47.5124,-122.16,1790,9131
1752,2014-10-21T00:00:00Z,490000,2,1,950,3060,1,0,0,3,6,810,140,1925,0,98105,47.6698,-122.323,1510,3780
1753,2015-01-29T00:00:00Z,480000,6,3.75,2940,5054,2,0,0,3,7,2940,0,1942,2003,98146,47.5122,-122.385,1530,5320
1754,2015-02-03T00:00:00Z,368000,2,2,930,1662,1,0,0,3,7,670,260,2002,0,98199,47.6518,-122.4,1780,2343
1756,2015-01-20T00:00:00Z,545000,3,2.5,2370,9000,1,0,3,4,8,1570,800,1952,0,98146,47.4922,-122.365,2120,9500
1757,2015-03-23T00:00:00Z,850000,5,2.75,3430,15119,2,0,0,3,10,3430,0,1998,0,98075,47.5678,-122.032,3430,12045
1759,2015-02-17T00:00:00Z,600000,3,2.25,2240,9314,2,0,0,3,9,2240,0,1984,0,98074,47.6216,-122.032,2240,9314
1761,2014-05-20T00:00:00Z,599950,3,2.5,2660,4975,2,0,0,3,8,2660,0,2014,0,98118,47.5487,-122.272,1840,6653
1762,2014-07-18T00:00:00Z,531000,5,2.75,2540,5022,1,0,0,4,8,1540,1000,1955,0,98108,47.5593,-122.3,2510,5182
1764,2014-06-25T00:00:00Z,597326,4,4,3570,8250,2,0,0,3,10,2860,710,2015,0,98040,47.5784,-122.226,2230,10000
1765,2015-04-29T00:00:00Z,805000,4,2.5,3450,33460,2,0,0,3,9,3450,0,1997,0,98077,47.7673,-122.1,2820,35250
1766,2014-10-27T00:00:00Z,390000,4,1.75,2330,8364,1,0,0,4,8,2330,0,1968,0,98058,47.4568,-122.146,2180,9630
1767,2014-05-19T00:00:00Z,487250,4,2,1690,3250,1.5,0,0,3,7,1550,140,1901,0,98103,47.6637,-122.346,1620,3250
1769,2015-02-05T00:00:00Z,1175000,5,2.75,2560,5618,1.5,0,2,3,8,2220,340,1923,0,98109,47.6416,-122.355,2740,4000
1771,2014-09-03T00:00:00Z,2350000,4,2.25,4370,22863,2.5,0,3,4,10,3670,700,1907,1994,98033,47.6878,-122.215,2980,22863
1772,2014-10-14T00:00:00Z,400000,4,2.5,2350,3904,2.5,0,0,3,7,2350,0,1999,0,98106,47.5305,-122.351,1120,4000
1773,2014-12-01T00:00:00Z,467500,4,2.5,3160,7210,1,0,0,4,7,1880,1280,1969,0,98034,47.7368,-122.183,2070,7560
1775,2014-05-05T00:00:00Z,210000,3,1,1340,306848,1,0,0,3,5,1340,0,1953,0,98019,47.7534,-121.912,1800,128066
1779,2015-03-31T00:00:00Z,975000,4,3.25,3330,17533,1,0,2,3,9,1750,1580,1969,0,98033,47.652,-122.2,3340,12798
1781,2014-05-08T00:00:00Z,712000,3,1,1250,4620,1.5,0,0,4,7,1150,100,1900,0,98103,47.651,-122.341,1900,4400
1782,2014-06-14T00:00:00Z,883000,4,2.5,2960,41656,2,0,0,3,10,2960,0,1985,0,98072,47.7319,-122.132,3900,35104
1783,2014-08-15T00:00:00Z,190000,2,1,840,12252,1,0,0,3,6,840,0,1994,0,98010,47.3069,-122.013,1010,11876
1784,2015-04-06T00:00:00Z,443000,3,1.75,1530,8028,1,0,0,3,7,1200,330,1967,0,98177,47.7768,-122.361,1530,8028
1785,2014-05-09T00:00:00Z,920000,4,3,3750,11025,2,0,0,3,10,3750,0,1976,0,98074,47.6367,-122.059,2930,12835
1786,2014-12-22T00:00:00Z,285000,4,2.25,2150,8250,1,0,0,4,7,1240,910,1978,0,98023,47.3045,-122.378,2050,7875
1787,2015-04-23T00:00:00Z,901000,4,3.25,1560,4080,1,0,0,3,7,1560,0,1916,0,98126,47.5347,-122.38,1370,4080
1789,2015-03-03T00:00:00Z,256000,2,1,860,5000,1,0,0,3,6,860,0,1915,1945,98146,47.5133,-122.356,1220,5000
1790,2014-05-12T00:00:00Z,341000,3,1.5,1720,7119,1.5,0,0,4,7,1720,0,1952,0,98155,47.7535,-122.314,1590,7616
1792,2014-07-26T00:00:00Z,686000,4,2.25,2130,10650,2,0,0,4,8,2130,0,1977,0,98006,47.5567,-122.159,3380,10050
1795,2015-04-14T00:00:00Z,950000,4,3,2420,4800,1.5,0,0,3,7,1520,900,1919,0,98119,47.6453,-122.358,1090,3800
1796,2014-11-05T00:00:00Z,503000,4,2.5,2940,156988,2,0,2,3,9,1870,1070,1996,0,98014,47.6214,-121.946,2940,71002
1797,2015-01-22T00:00:00Z,780000,3,2.5,2610,7567,2,0,0,3,9,2610,0,1997,0,98052,47.6654,-122.137,2610,8458
1798,2015-02-23T00:00:00Z,212000,4,2,1880,7500,1,0,0,5,6,980,900,1946,0,98178,47.495,-122.266,1670,14350
1800,2014-11-11T00:00:00Z,465000,4,2.5,2200,3141,2,0,0,3,7,2060,140,1994,0,98144,47.5726,-122.305,1660,3175
1801,2014-11-19T00:00:00Z,206000,4,2,1720,7560,1,0,0,3,7,1720,0,1959,0,98001,47.2845,-122.25,1750,7988
1803,2014-07-19T00:00:00Z,519000,4,1,1640,6305,1.5,0,0,5,6,1640,0,1907,0,98118,47.5563,-122.28,1590,4816
1804,2015-04-23T00:00:00Z,1135000,4,3.25,4130,11444,2,0,0,3,11,4130,0,2001,0,98059,47.5208,-122.15,3720,11431
1806,2015-05-06T00:00:00Z,240000,4,1.5,1920,7973,1,0,0,3,8,1920,0,1955,0,98178,47.4961,-122.235,2020,8840
1807,2014-11-07T00:00:00Z,574000,3,2,2060,7000,1,0,0,4,9,2060,0,1988,0,98029,47.5644,-122.012,2110,7000
1808,2014-11-03T00:00:00Z,930000,4,4.25,5710,24663,2,0,0,3,11,5710,0,2007,0,98092,47.3065,-122.158,4060,23847
1810,2014-12-12T00:00:00Z,415000,3,1.5,1490,7275,1,0,0,3,7,1090,400,1974,0,98034,47.7148,-122.213,1420,7330
1812,2014-07-21T00:00:00Z,300000,5,1,1940,8875,1,0,0,3,7,1940,0,1957,0,98188,47.4407,-122.275,1380,8875
1813,2014-07-08T00:00:00Z,439000,4,2.25,2570,9503,2,0,0,3,8,2570,0,1980,0,98011,47.764,-122.167,1950,9600
1814,2015-03-27T00:00:00Z,450000,3,1,1160,36831,1,0,0,3,7,1160,0,1938,0,98028,47.7507,-122.237,1800,15640
1815,2015-04-26T00:00:00Z,589000,3,2.5,2660,206480,1,0,0,3,8,2660,0,1989,0,98024,47.6042,-121.956,2660,206736
1818,2014-09-24T00:00:00Z,1315000,4,2.25,3180,6105,2,0,0,3,10,3180,0,1905,0,98112,47.6255,-122.314,3180,6029
1819,2014-09-11T00:00:00Z,1430000,4,2.5,3380,27589,2,0,0,3,10,3380,0,1966,0,98004,47.6292,-122.225,3390,20075
1822,2014-06-24T00:00:00Z,367500,3,1,1660,11783,1,0,0,4,7,1160,500,1978,0,98077,47.7563,-122.075,1320,10541
1823,2015-05-05T00:00:00Z,453250,4,2.5,2260,6300,2,0,0,3,7,2260,0,2001,0,98019,47.7235,-121.958,2300,6300
1824,2015-04-17T00:00:00Z,607000,5,1.75,1910,5428,1,0,0,3,8,1390,520,1954,0,98136,47.5333,-122.392,1820,5900
1825,2014-07-02T00:00:00Z,255000,4,2,2430,8960,1,0,0,3,7,1430,1000,1960,0,98178,47.4979,-122.232,2430,8960
1827,2015-03-31T00:00:00Z,450000,3,1,1060,4650,1,0,0,3,7,910,150,1950,0,98116,47.5784,-122.393,1480,4750
1828,2014-08-20T00:00:00Z,360000,3,2.25,2200,8000,2,0,0,3,8,2200,0,1981,0,98055,47.4522,-122.208,2170,8000
1829,2014-11-14T00:00:00Z,460000,4,1.75,1720,3050,1.5,0,0,5,7,1040,680,1929,0,98116,47.5654,-122.384,1570,6100
1832,2014-05-06T00:00:00Z,469000,2,1,1030,4400,1,0,0,3,7,1030,0,1924,0,98117,47.681,-122.361,1400,4200
1833,2014-09-12T00:00:00Z,550000,4,1.75,2030,5688,2,0,4,4,9,1730,300,1939,0,98146,47.5071,-122.387,2320,11107
1834,2014-09-04T00:00:00Z,565000,5,3.5,2700,11675,1.5,0,2,4,6,1950,750,1948,0,98133,47.7172,-122.349,2160,8114
1835,2014-05-21T00:00:00Z,189650,2,1.75,1100,7600,1,0,0,3,6,1100,0,1980,0,98198,47.4136,-122.318,1230,7350
1836,2014-06-19T00:00:00Z,1525000,4,3.25,3620,5131,2,0,3,4,11,2350,1270,1927,0,98119,47.6499,-122.37,2550,5174
1838,2014-06-01T00:00:00Z,243000,3,1.75,1790,12000,1,0,0,3,7,1040,750,1960,0,98198,47.3945,-122.313,1840,12000
1840,2014-08-20T00:00:00Z,249000,3,1.5,1580,7200,1,0,0,4,7,1080,500,1976,0,98092,47.2761,-122.152,1580,7470
1841,2014-05-16T00:00:00Z,720000,2,1,2020,7200,1,0,3,4,7,1700,320,1947,0,98146,47.506,-122.384,2020,7200
1842,2015-03-25T00:00:00Z,905000,4,2.5,3330,9557,2,0,0,3,10,3330,0,1995,0,98006,47.5526,-122.102,3360,9755
1843,2015-04-23T00:00:00Z,824500,4,2.5,2610,3500,1.5,0,0,5,7,1610,1000,1927,0,98115,47.6848,-122.326,1820,3900
1844,2014-06-24T00:00:00Z,762500,4,2.75,2610,8760,1,0,0,4,8,1760,850,1978,0,98040,47.5875,-122.229,2550,10376
1846,2014-08-18T00:00:00Z,380000,3,2,1840,8580,1,0,0,3,8,1840,0,1990,0,98058,47.4626,-122.132,2190,8580
1849,2015-02-03T00:00:00Z,1569500,5,4.5,5620,5800,3,0,3,3,11,4700,920,1999,0,98199,47.6482,-122.412,2360,5800
1852,2015-01-02T00:00:00Z,500000,4,2.5,2230,26989,1,0,1,4,8,1400,830,1962,0,98166,47.4285,-122.345,2570,17702
1854,2014-07-16T00:00:00Z,210000,2,1,1450,4750,1,0,0,3,7,850,600,1950,0,98118,47.5293,-122.272,1190,5000
1855,2015-04-23T00:00:00Z,439500,3,2.5,1600,6510,1,0,0,3,7,940,660,1983,0,98155,47.7679,-122.308,1600,10507
1856,2014-08-13T00:00:00Z,315000,5,2.5,3220,5751,2,0,0,3,8,3220,0,2002,0,98042,47.3717,-122.104,2740,5500
1858,2014-09-24T00:00:00Z,655000,4,2.25,2200,9163,1,0,0,4,8,1430,770,1971,0,98006,47.5653,-122.146,2420,9163
1859,2014-08-28T00:00:00Z,740000,2,2.5,2170,8678,1,0,0,3,8,2170,0,2008,0,98053,47.7161,-122.014,2170,5890
1862,2014-06-02T00:00:00Z,405000,2,1.75,1710,4234,2,0,0,3,7,1330,380,1920,1979,98136,47.5319,-122.386,1530,4556
1863,2015-04-16T00:00:00Z,765000,4,2.25,2620,17366,1,0,3,3,9,1430,1190,1984,0,98075,47.584,-122.077,2620,15335
1864,2015-03-04T00:00:00Z,625000,3,2,2140,3600,2,0,0,3,8,1680,460,1911,1997,98116,47.5846,-122.383,2340,5400
1865,2014-10-06T00:00:00Z,207000,4,2.5,2100,19680,1.5,0,0,3,6,2100,0,1914,0,98055,47.4787,-122.23,1340,12300
1866,2015-03-12T00:00:00Z,370000,4,2.5,2100,19680,1.5,0,0,3,6,2100,0,1914,0,98055,47.4787,-122.23,1340,12300
1867,2014-12-02T00:00:00Z,475000,3,2.5,1460,4961,1,0,0,4,8,1150,310,1988,0,98033,47.6955,-122.183,1550,5449
1868,2014-08-29T00:00:00Z,365000,2,1,990,8250,1,0,0,3,7,990,0,1955,0,98133,47.7252,-122.331,1080,8168
1869,2014-12-22T00:00:00Z,411800,4,2.25,2190,6800,1,0,0,5,7,1340,850,1969,0,98011,47.7367,-122.195,1560,7611
1870,2014-07-21T00:00:00Z,668000,5,3.5,3990,42436,2,0,0,3,9,2710,1280,2002,0,98027,47.461,-122,3030,41684
1871,2014-09-11T00:00:00Z,618000,3,2.5,2340,3630,2,0,0,3,9,2340,0,1998,0,98122,47.6059,-122.307,1820,5120
1872,2014-12-26T00:00:00Z,247500,4,2,2460,5921,1,0,0,4,7,1230,1230,1948,0,98002,47.308,-122.209,1260,6648
1873,2014-07-30T00:00:00Z,345000,5,3,2080,6150,1,0,0,3,7,1040,1040,1950,0,98116,47.5707,-122.394,1420,6150
1875,2015-01-16T00:00:00Z,348000,3,1.5,1330,6768,1,0,0,4,7,1330,0,1952,0,98155,47.7366,-122.319,1320,6910
1876,2014-12-02T00:00:00Z,425000,3,2.5,1630,10762,1,0,0,3,7,1630,0,1994,0,98011,47.7508,-122.175,1770,10762
1877,2014-06-14T00:00:00Z,850000,5,2.75,2920,11880,1,0,0,5,8,1660,1260,1968,0,98027,47.5133,-122.031,3910,14491
1878,2014-07-17T00:00:00Z,820000,5,2.75,2830,6137,2,0,0,3,9,2830,0,2010,0,98074,47.5932,-122.058,3170,6285
1879,2015-01-13T00:00:00Z,832000,4,2.25,3190,52953,2,0,0,4,10,3190,0,1980,0,98075,47.5933,-122.075,3190,51400
1880,2014-12-03T00:00:00Z,835000,3,1.75,1490,3840,2,0,0,3,8,1490,0,1984,2014,98033,47.6916,-122.214,3450,8500
1881,2015-04-10T00:00:00Z,350000,3,2.5,1630,3425,2,0,0,3,8,1630,0,1999,0,98059,47.4913,-122.154,1420,3425
1882,2014-07-22T00:00:00Z,349000,4,2.5,2280,4096,2,0,0,3,7,2280,0,2003,0,98056,47.4834,-122.182,2280,3600
1883,2014-06-13T00:00:00Z,1125000,6,3.75,3010,4360,2,0,0,3,9,2000,1010,2014,0,98103,47.6873,-122.333,1600,5160
1884,2015-03-09T00:00:00Z,320000,3,2.5,1590,3480,2,0,0,3,7,1590,0,2004,0,98056,47.4805,-122.178,1680,3480
1885,2015-03-05T00:00:00Z,150000,3,1,1250,7210,1,0,0,4,7,1250,0,1968,0,98031,47.4169,-122.168,1010,7210
1886,2014-11-25T00:00:00Z,340000,3,1,1710,10190,1,0,0,3,6,1310,400,1949,0,98168,47.506,-122.331,1200,6251
1887,2014-10-13T00:00:00Z,785500,4,4,3280,8448,2,0,0,3,10,3280,0,2007,0,98075,47.5818,-121.973,3730,8030
1888,2015-02-17T00:00:00Z,410500,4,2.5,3362,8601,2,0,0,3,8,3362,0,2004,0,98003,47.2592,-122.304,2770,8601
1889,2014-07-01T00:00:00Z,580000,3,2.5,2200,11000,2,0,2,3,9,2200,0,1978,0,98008,47.5916,-122.112,2200,12851
1890,2015-04-21T00:00:00Z,345000,2,1.5,830,920,2,0,0,3,7,830,0,2005,0,98144,47.5998,-122.306,830,1200
1891,2014-09-29T00:00:00Z,550000,3,2.25,2160,37000,1.5,0,0,4,7,1760,400,1933,0,98052,47.7297,-122.139,2540,37000
1893,2014-06-24T00:00:00Z,300000,3,1,2150,7007,1,0,0,3,6,2150,0,1954,0,98177,47.7615,-122.362,1720,9000
1894,2014-11-11T00:00:00Z,915000,4,2.5,3510,28052,2,0,0,3,10,3510,0,1988,0,98053,47.6671,-122.057,2890,28295
1895,2015-01-27T00:00:00Z,1575000,4,3.75,3810,9916,2,0,0,3,11,3810,0,1989,0,98040,47.5739,-122.234,3040,11250
1896,2014-05-28T00:00:00Z,599000,4,2.75,2020,2750,1,0,0,3,8,1010,1010,1917,2014,98122,47.6053,-122.291,1840,4000
1897,2014-05-05T00:00:00Z,755000,4,2.5,2120,10202,1,0,0,4,7,1620,500,1960,0,98005,47.5858,-122.17,1570,10762
1898,2015-04-02T00:00:00Z,400000,3,1,1250,7157,1,0,0,3,7,1250,0,1944,2010,98125,47.7323,-122.304,1300,6796
1899,2015-03-30T00:00:00Z,133000,3,1,980,9115,1,0,0,3,7,980,0,1968,0,98198,47.3737,-122.312,1470,8716
1900,2015-01-16T00:00:00Z,330000,4,1.5,1250,8400,1,0,0,3,7,960,290,1951,0,98155,47.7505,-122.315,1560,8400
1901,2015-02-18T00:00:00Z,330000,4,1,1100,5000,1.5,0,0,5,6,1100,0,1904,0,98055,47.4868,-122.204,1560,4838
1903,2014-12-11T00:00:00Z,485000,4,2.75,2560,8956,1,0,0,4,7,1500,1060,1968,0,98034,47.7278,-122.177,2280,9234
1906,2014-07-07T00:00:00Z,548800,4,1,1660,4704,1.5,0,0,3,7,1260,400,1930,0,98115,47.6918,-122.32,1360,5413
1907,2014-07-08T00:00:00Z,315000,2,1,1080,2674,1,0,0,4,6,720,360,1919,0,98108,47.5595,-122.317,1250,5000
1908,2014-09-19T00:00:00Z,590000,3,2,3030,9374,1,0,1,4,7,2100,930,1959,0,98136,47.5289,-122.391,1990,6012
1909,2014-05-23T00:00:00Z,439950,4,2.5,2380,12067,2,0,0,3,7,2380,0,2002,0,98059,47.4873,-122.144,2330,8621
1910,2014-06-03T00:00:00Z,325000,3,1.75,2250,26337,1,0,0,3,8,2250,0,1980,0,98092,47.3032,-122.123,1830,26337
1912,2014-12-11T00:00:00Z,685000,4,2.5,2770,10051,2,0,0,3,10,2770,0,1987,0,98074,47.6288,-122.043,2730,10675
1913,2014-09-18T00:00:00Z,339950,3,2,1340,10200,1.5,0,0,3,7,1340,0,1953,0,98133,47.7756,-122.351,1420,10200
1914,2014-10-23T00:00:00Z,315000,3,1.75,1660,8160,1,0,0,4,7,1660,0,1951,0,98166,47.4608,-122.358,1490,8100
1915,2015-02-11T00:00:00Z,411753,3,2.5,1710,3795,2,0,0,3,7,1710,0,2009,0,98053,47.6968,-122.024,1600,3821
1918,2014-12-02T00:00:00Z,210000,3,2,1440,10111,1,0,0,3,7,1440,0,1963,0,98001,47.345,-122.283,1580,10200
1919,2014-08-27T00:00:00Z,640000,4,1.75,2020,16120,1,0,0,3,7,2020,0,1969,0,98010,47.3413,-122.048,1940,16350
1920,2015-04-17T00:00:00Z,460000,4,1.75,1870,8663,1,0,0,5,7,1870,0,1949,0,98133,47.7366,-122.35,1560,7800
1921,2015-02-18T00:00:00Z,265000,2,1,620,4760,1,0,0,3,6,620,0,1941,0,98126,47.5286,-122.376,620,4760
1922,2014-05-14T00:00:00Z,740000,5,5,5774,31675,1,0,2,3,11,4490,1284,1984,0,98003,47.3466,-122.323,3260,13200
1923,2014-07-18T00:00:00Z,230000,3,1,1240,6195,1,0,0,3,6,1240,0,1948,0,98028,47.7681,-122.266,1760,11080
1924,2015-02-17T00:00:00Z,315000,3,1.75,1890,10661,1,0,0,5,7,1460,430,1978,0,98038,47.3583,-122.056,1680,9604
1925,2014-12-23T00:00:00Z,432000,3,1.75,2410,51763,1,0,0,4,8,1410,1000,1981,0,98077,47.7429,-122.056,2410,49207
1926,2015-02-03T00:00:00Z,467000,3,2.5,1530,3984,2,0,0,3,8,1530,0,1995,0,98029,47.569,-122.007,1720,4005
1927,2014-09-25T00:00:00Z,255000,5,3.75,2800,9900,1,0,0,3,7,2800,0,1964,0,98023,47.319,-122.344,1700,13200
1928,2015-04-08T00:00:00Z,316500,3,1.75,1460,6360,1,0,2,3,7,1010,450,1979,0,98106,47.5311,-122.353,1400,4240
1929,2015-04-03T00:00:00Z,190000,4,2,1580,6250,1,0,0,3,7,860,720,1977,0,98155,47.7659,-122.31,1580,6250
1930,2014-05-16T00:00:00Z,490000,3,2,1450,2400,1.5,0,0,3,8,1450,0,1900,2003,98107,47.6726,-122.381,1450,4275
1931,2015-04-17T00:00:00Z,378000,4,1.75,1990,23200,1,0,0,4,7,1990,0,1976,0,98059,47.486,-122.129,1950,17040
1933,2014-09-02T00:00:00Z,333800,5,3,1980,3868,1,0,0,3,7,1220,760,1990,0,98118,47.5173,-122.275,1970,3868
1934,2014-05-29T00:00:00Z,690000,4,2.5,2920,9904,2,0,0,4,9,2920,0,1990,0,98029,47.5759,-121.995,1810,5617
1935,2014-10-21T00:00:00Z,320000,4,1.75,1660,6200,1,0,0,4,6,830,830,1948,0,98108,47.56,-122.316,1780,5968
1936,2015-04-14T00:00:00Z,1249000,4,3.5,3190,6000,1.5,0,3,4,9,2410,780,1912,0,98144,47.5846,-122.29,2840,4000
1937,2014-07-21T00:00:00Z,335000,3,1.5,1560,9600,1,0,0,4,7,1560,0,1961,0,98033,47.6918,-122.163,1520,10000
1938,2014-08-11T00:00:00Z,840000,3,2.5,3050,33920,1,0,0,3,8,3050,0,2004,0,98052,47.7034,-122.072,1970,60984
1939,2014-07-14T00:00:00Z,608250,4,2.75,3030,21780,2,0,0,3,8,3030,0,1986,0,98166,47.4481,-122.338,3020,28027
1940,2014-06-09T00:00:00Z,550000,3,2.5,2260,4165,2,0,0,3,7,2260,0,2005,0,98075,47.5922,-122.008,2770,4566
1943,2014-08-29T00:00:00Z,275000,3,1.75,1490,8000,1,0,0,3,8,1490,0,1978,0,98030,47.3817,-122.166,1740,8165
1944,2015-04-24T00:00:00Z,284200,3,2.5,1570,9292,1,0,0,3,7,1110,460,1977,0,98001,47.3386,-122.272,1470,9222
1945,2014-07-24T00:00:00Z,1715000,4,3.75,4490,7623,2,0,0,4,10,3090,1400,1941,0,98112,47.6315,-122.29,3760,7653
1947,2014-09-05T00:00:00Z,930800,5,2.5,4150,96574,2,0,0,3,10,4150,0,1988,0,98053,47.6664,-122.045,3320,40803
1949,2014-08-28T00:00:00Z,215000,4,1.5,1430,8775,1,0,0,3,7,1030,400,1979,0,98023,47.3034,-122.383,1390,7800
1950,2015-04-20T00:00:00Z,480000,2,1.5,1008,26487,1,1,4,4,6,1008,0,1943,2002,98070,47.3853,-122.479,1132,24079
1952,2014-06-09T00:00:00Z,347000,3,1.75,1240,8050,1,0,0,4,7,1240,0,1978,0,98074,47.6108,-122.044,1370,9856
1953,2015-03-30T00:00:00Z,232500,3,2,1370,9760,1,0,0,4,7,1110,260,1979,0,98023,47.3009,-122.384,1640,9040
1954,2014-05-20T00:00:00Z,390000,4,2.25,1770,33132,1,0,0,4,8,1190,580,1965,0,98058,47.4413,-122.151,2490,20000
1955,2014-09-18T00:00:00Z,550000,3,2.25,2160,15360,1,0,0,3,8,1410,750,1965,2000,98007,47.6232,-122.138,2180,8480
1956,2014-08-12T00:00:00Z,590000,4,2.5,2340,8971,2,0,0,3,9,2340,0,1987,0,98029,47.5679,-122.011,2510,9219
1957,2014-05-21T00:00:00Z,420850,1,1,960,40946,1,0,0,5,5,960,0,1945,0,98014,47.6951,-121.864,1320,20350
1959,2015-02-27T00:00:00Z,429800,3,2,1970,7000,1,0,0,3,8,1970,0,1986,0,98038,47.3744,-122.043,1970,7365
1960,2014-06-26T00:00:00Z,302000,4,1.75,1530,17664,1.5,0,0,3,7,1530,0,1968,0,98058,47.4549,-122.155,1530,11625
1963,2014-07-29T00:00:00Z,605000,3,2,2660,4500,1,0,0,4,7,1330,1330,1922,0,98199,47.6391,-122.403,1790,5000
1964,2014-05-29T00:00:00Z,412000,3,1.75,1950,52256,1,0,0,4,8,1950,0,1985,0,98042,47.3133,-122.078,2450,51836
1966,2014-09-19T00:00:00Z,375000,3,1,1130,12500,1.5,0,0,3,7,1130,0,1954,0,98118,47.5491,-122.268,2280,8750
1967,2014-07-10T00:00:00Z,725000,2,1.75,1950,2719,1,0,0,5,7,1010,940,1919,0,98103,47.6513,-122.346,1360,1256
1970,2014-10-01T00:00:00Z,439000,2,1,800,5100,1,0,0,3,7,800,0,1945,0,98117,47.6775,-122.388,1330,5100
1971,2014-08-22T00:00:00Z,355000,4,2,1770,8890,1,0,0,5,6,1770,0,1949,0,98166,47.4589,-122.353,1010,7620
1972,2015-05-05T00:00:00Z,250000,1,0.75,940,87120,1,0,0,3,6,940,0,1944,0,98019,47.7182,-121.956,1930,165528
1973,2015-03-26T00:00:00Z,780000,4,2.25,2260,16188,1,0,0,3,10,2260,0,1984,0,98006,47.5637,-122.112,2840,10158
1974,2014-11-05T00:00:00Z,409000,2,1,890,3271,1,0,0,4,6,890,0,1918,0,98116,47.5631,-122.381,1190,5175
1975,2014-06-10T00:00:00Z,420000,2,1,860,3880,1,0,0,4,6,860,0,1916,0,98117,47.6862,-122.391,1230,4260
1976,2014-11-13T00:00:00Z,200000,1,0.75,680,9600,1,0,0,3,5,680,0,1947,0,98115,47.6964,-122.306,1580,6624
1977,2015-01-05T00:00:00Z,830000,2,1.5,2130,35679,1,0,0,4,7,2130,0,1963,0,98033,47.6638,-122.171,2670,35679
1980,2014-11-13T00:00:00Z,210000,3,1.75,1260,6223,1,0,0,3,7,820,440,1983,0,98042,47.3574,-122.158,1260,6553
1981,2014-09-15T00:00:00Z,635000,3,1.75,2940,6000,1,0,2,4,8,1590,1350,1957,0,98177,47.7235,-122.369,2880,8100
1982,2014-07-21T00:00:00Z,562500,4,2.5,2440,7322,2,0,0,3,9,2440,0,1991,0,98056,47.5357,-122.179,2590,9927
1983,2014-05-09T00:00:00Z,402500,4,2.5,2600,11951,2,0,0,3,10,2600,0,1988,0,98023,47.3053,-122.34,2820,12093
1984,2014-12-19T00:00:00Z,555000,3,2,2080,7020,1,0,0,4,7,1040,1040,1951,0,98115,47.6768,-122.285,1920,7000
1985,2014-09-09T00:00:00Z,310000,3,1,1990,7173,1,0,0,3,7,1990,0,1972,0,98034,47.7116,-122.213,1320,7245
1987,2014-07-23T00:00:00Z,430000,6,3,2630,8800,1,0,0,3,7,1610,1020,1959,0,98125,47.7166,-122.293,1220,1173
1989,2014-10-01T00:00:00Z,627500,4,1,1560,4080,1.5,0,0,3,7,1560,0,1923,0,98103,47.6711,-122.331,1890,4080
1990,2014-11-24T00:00:00Z,335000,4,2.5,2330,7050,2,0,0,3,8,2330,0,1998,0,98178,47.5001,-122.231,1810,5424
1992,2014-07-25T00:00:00Z,299000,3,1.75,1730,14270,1,0,0,3,7,1730,0,1959,0,98065,47.5318,-121.833,1600,11232
1993,2015-04-14T00:00:00Z,399950,4,2.5,3110,5868,2,0,0,3,8,3110,0,2001,0,98042,47.3781,-122.126,2950,5924
1994,2015-03-25T00:00:00Z,322000,3,1,1230,9660,1,0,0,3,7,1230,0,1968,0,98053,47.6829,-122.06,1380,10125
1996,2014-05-08T00:00:00Z,307000,3,1.75,1890,13860,1,0,0,5,7,1890,0,1966,0,98042,47.4156,-122.149,1500,14536
1997,2014-11-05T00:00:00Z,194000,3,1.5,1010,5000,1,0,0,3,6,1010,0,1943,0,98178,47.4925,-122.278,980,5000
2000,2015-03-23T00:00:00Z,722500,4,2.5,2460,9296,2,0,0,3,9,2460,0,1978,0,98007,47.6125,-122.152,2730,9900
2001,2014-09-24T00:00:00Z,470450,2,1,1010,3400,1,0,0,3,7,1010,0,1921,0,98103,47.6711,-122.329,1800,3600
